x-axis,1,2
second,Volt,Volt
-55.000E-06,+3.517590E-03,+24.447236255E+00
-54.900E-06,+23.618093E-03,+24.648241282E+00
-54.800E-06,-10.552761E-03,+24.648241282E+00
-54.700E-06,-502.510E-06,+24.648241282E+00
-54.600E-06,+23.618093E-03,+24.849246308E+00
-54.500E-06,+17.587942E-03,+24.849246308E+00
-54.400E-06,+5.527641E-03,+24.849246308E+00
-54.300E-06,-4.522610E-03,+24.648241282E+00
-54.200E-06,+31.658294E-03,+24.648241282E+00
-54.100E-06,-4.522610E-03,+24.648241282E+00
-54.000E-06,+13.567842E-03,+24.648241282E+00
-53.900E-06,+11.557791E-03,+24.849246308E+00
-53.800E-06,+3.517590E-03,+24.849246308E+00
-53.700E-06,+3.517590E-03,+24.648241282E+00
-53.600E-06,+3.517590E-03,+24.648241282E+00
-53.500E-06,+33.668344E-03,+24.648241282E+00
-53.400E-06,+13.567842E-03,+24.648241282E+00
-53.300E-06,+13.567842E-03,+24.849246308E+00
-53.200E-06,+15.577892E-03,+24.648241282E+00
-53.100E-06,-6.532661E-03,+24.648241282E+00
-53.000E-06,+9.547741E-03,+24.648241282E+00
-52.900E-06,-14.572862E-03,+24.849246308E+00
-52.800E-06,+13.567842E-03,+24.648241282E+00
-52.700E-06,+1.507540E-03,+24.648241282E+00
-52.600E-06,+5.527641E-03,+24.849246308E+00
-52.500E-06,+11.557791E-03,+24.849246308E+00
-52.400E-06,+13.567842E-03,+24.447236255E+00
-52.300E-06,+25.628143E-03,+24.648241282E+00
-52.200E-06,-2.512560E-03,+24.648241282E+00
-52.100E-06,+27.638193E-03,+24.648241282E+00
-52.000E-06,+19.597992E-03,+24.648241282E+00
-51.900E-06,+17.587942E-03,+24.648241282E+00
-51.800E-06,+15.577892E-03,+24.648241282E+00
-51.700E-06,-12.562811E-03,+24.648241282E+00
-51.600E-06,-4.522610E-03,+24.648241282E+00
-51.500E-06,-2.512560E-03,+24.648241282E+00
-51.400E-06,-10.552761E-03,+24.648241282E+00
-51.300E-06,+11.557791E-03,+24.648241282E+00
-51.200E-06,-4.522610E-03,+24.648241282E+00
-51.100E-06,+21.608043E-03,+24.648241282E+00
-51.000E-06,+9.547741E-03,+24.648241282E+00
-50.900E-06,+21.608043E-03,+24.648241282E+00
-50.800E-06,-20.603012E-03,+24.447236255E+00
-50.700E-06,+11.557791E-03,+24.849246308E+00
-50.600E-06,+7.537691E-03,+24.648241282E+00
-50.500E-06,+5.527641E-03,+24.648241282E+00
-50.400E-06,-2.512560E-03,+24.648241282E+00
