x-axis,1,2
second,Volt,Volt
-8.00000E-06,+5.10050251149E+00,+25.14572863095E+00
-7.99000E-06,+5.10050251149E+00,+25.14572863095E+00
-7.98000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.97000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.96000E-06,+5.08040200919E+00,+25.16582913324E+00
-7.95000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.94000E-06,+5.10050251149E+00,+25.14572863095E+00
-7.93000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.92000E-06,+5.10050251149E+00,+25.18592963554E+00
-7.91000E-06,+5.10050251149E+00,+25.14572863095E+00
-7.90000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.89000E-06,+5.10050251149E+00,+25.14572863095E+00
-7.88000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.87000E-06,+5.08040200919E+00,+25.14572863095E+00
-7.86000E-06,+5.10050251149E+00,+25.14572863095E+00
-7.85000E-06,+5.08040200919E+00,+25.16582913324E+00
-7.84000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.83000E-06,+5.08040200919E+00,+25.14572863095E+00
-7.82000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.81000E-06,+5.10050251149E+00,+25.14572863095E+00
-7.80000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.79000E-06,+5.08040200919E+00,+25.14572863095E+00
-7.78000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.77000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.76000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.75000E-06,+5.08040200919E+00,+25.14572863095E+00
-7.74000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.73000E-06,+5.08040200919E+00,+25.18592963554E+00
-7.72000E-06,+5.10050251149E+00,+25.14572863095E+00
-7.71000E-06,+5.08040200919E+00,+25.14572863095E+00
-7.70000E-06,+5.12060301378E+00,+25.14572863095E+00
-7.69000E-06,+5.10050251149E+00,+25.16582913324E+00
-7.68000E-06,+5.08040200919E+00,+25.16582913324E+00
-7.67000E-06,+5.10050251149E+00,+25.14572863095E+00
-7.66000E-06,+5.10050251149E+00,+25.18592963554E+00
-7.65000E-06,+5.08040200919E+00,+25.16582913324E+00
-7.64000E-06,+5.10050251149E+00,+25.14572863095E+00
-7.63000E-06,+5.08040200919E+00,+25.14572863095E+00
-7.62000E-06,+5.12060301378E+00,+25.16582913324E+00
-7.61000E-06,+5.12060301378E+00,+25.14572863095E+00
-7.60000E-06,+5.10050251149E+00,+25.14572863095E+00
