x-axis,1,2,4,F1
-2.302500E-06,+4.918341629672E+00,+5.078046481576E+00,+5.056218592363E+00,-21.824951266E-03
-2.300000E-06,+4.873194016254E+00,+5.091669282938E+00,+5.048013504511E+00,-43.653564059E-03
-2.297500E-06,+4.906171403447E+00,+5.081030149886E+00,+5.053234924053E+00,-27.791748008E-03
-2.295000E-06,+4.957207836007E+00,+5.075416142408E+00,+5.058848931531E+00,-16.563720915E-03
-2.292500E-06,+4.923445272929E+00,+5.081933102138E+00,+5.054137876305E+00,-27.791748008E-03
-2.290000E-06,+4.937578438869E+00,+5.083346418705E+00,+5.041732097543E+00,-41.610107074E-03
-2.287500E-06,+4.976052057260E+00,+5.073021356002E+00,+5.060968906382E+00,-12.049560860E-03
-2.285000E-06,+4.900675172248E+00,+5.083346418705E+00,+5.056414886330E+00,-26.927490215E-03
-2.282500E-06,+4.855134970887E+00,+5.076907976563E+00,+5.056100815982E+00,-20.804443476E-03
-2.280000E-06,+4.939148790640E+00,+5.067956971634E+00,+5.060576318447E+00,-7.379150808E-03
-2.277500E-06,+4.830009342550E+00,+5.081265702647E+00,+5.049309044698E+00,-31.954345571E-03
-2.275000E-06,+4.899889996362E+00,+5.071961368576E+00,+5.065365891260E+00,-6.593018013E-03
-2.272500E-06,+4.781328437646E+00,+5.087900438757E+00,+5.054334170272E+00,-33.563232254E-03
-2.270000E-06,+4.993325926741E+00,+5.086801192538E+00,+5.048955715556E+00,-37.843017314E-03
-2.267500E-06,+4.832364870206E+00,+5.086369345809E+00,+5.052489006976E+00,-33.876952950E-03
-2.265000E-06,+4.804098538327E+00,+5.099756594409E+00,+5.074002825841E+00,-25.750732428E-03
-2.262500E-06,+4.877905071567E+00,+5.088764132215E+00,+5.052803077324E+00,-35.958251731E-03
-2.260000E-06,+4.781328437646E+00,+5.093239634680E+00,+5.052803077324E+00,-40.433349288E-03
-2.257500E-06,+4.881438363053E+00,+5.088960426183E+00,+5.050015702982E+00,-38.941650102E-03
-2.255000E-06,+4.890467885736E+00,+5.084131594576E+00,+5.069213253028E+00,-14.915771733E-03
-2.252500E-06,+4.805276302155E+00,+5.086918968918E+00,+5.051232725582E+00,-35.683593534E-03
-2.250000E-06,+4.894393765164E+00,+5.076122800692E+00,+5.053745288369E+00,-22.374267660E-03
-2.247500E-06,+4.845712860260E+00,+5.084092335783E+00,+5.060026695337E+00,-24.062500044E-03
-2.245000E-06,+4.880260599224E+00,+5.088057473931E+00,+5.047306846227E+00,-40.748290687E-03
-2.242500E-06,+4.849638739688E+00,+5.074552448950E+00,+5.056297109950E+00,-18.251953299E-03
-2.240000E-06,+5.012955323880E+00,+5.086958227712E+00,+5.048798680382E+00,-38.155517307E-03
-2.237500E-06,+4.919911981444E+00,+5.094574433660E+00,+5.051232725582E+00,-43.338622660E-03
-2.235000E-06,+4.937578438868E+00,+5.088293026693E+00,+5.054294911479E+00,-33.995361150E-03
-2.232500E-06,+4.898712232534E+00,+5.091355212589E+00,+5.051586054724E+00,-39.765624693E-03
-2.230000E-06,+4.789180196502E+00,+5.101091393390E+00,+5.053038630085E+00,-48.050536617E-03
-2.227500E-06,+4.868875548883E+00,+5.092768529157E+00,+5.063402951582E+00,-29.362792895E-03
-2.225000E-06,+4.853564619116E+00,+5.103603956177E+00,+5.065994031956E+00,-37.606200913E-03
-2.222500E-06,+4.922660097044E+00,+5.090059672402E+00,+5.055943780808E+00,-34.112548648E-03
-2.220000E-06,+4.821372407809E+00,+5.092375941222E+00,+5.061911117427E+00,-30.462646386E-03
-2.217500E-06,+4.875942131854E+00,+5.097440325590E+00,+5.061047423969E+00,-36.389159925E-03
-2.215000E-06,+4.981548288459E+00,+5.072746544447E+00,+5.069527323376E+00,-3.216553245E-03
-2.212500E-06,+4.957600423950E+00,+5.095516644706E+00,+5.073924308253E+00,-21.589355568E-03
-2.210000E-06,+4.867697785056E+00,+5.083110865944E+00,+5.058456343595E+00,-24.652099640E-03
-2.207500E-06,+4.898712232535E+00,+5.079381280557E+00,+5.070783604770E+00,-8.594971093E-03
-2.205000E-06,+5.020021906850E+00,+5.094260363312E+00,+5.055158604937E+00,-39.097900099E-03
-2.202500E-06,+4.997251806169E+00,+5.082482725247E+00,+5.063324433995E+00,-19.156494295E-03
-2.200000E-06,+4.873979192140E+00,+5.091433730177E+00,+5.063010363647E+00,-28.419189400E-03
-2.197500E-06,+4.978800172859E+00,+5.111141644538E+00,+5.063245916408E+00,-47.891845215E-03
-2.195000E-06,+4.812735473068E+00,+5.095359609532E+00,+5.075337624821E+00,-20.018310682E-03
-2.192500E-06,+4.844142508489E+00,+5.123704458474E+00,+5.068938441473E+00,-54.761962249E-03
-2.190000E-06,+4.944645021838E+00,+5.122762247429E+00,+5.074866519299E+00,-47.891845215E-03
-2.187500E-06,+4.821764995751E+00,+5.143765701978E+00,+5.078635363479E+00,-65.126952251E-03
-2.185000E-06,+4.832364870206E+00,+5.136581342758E+00,+5.082718278009E+00,-53.858641956E-03
-2.182500E-06,+4.973696529603E+00,+5.077771670021E+00,+5.061008165176E+00,-16.760254114E-03
-2.180000E-06,+4.959563363664E+00,+5.128886619222E+00,+5.083974559402E+00,-44.908446844E-03
-2.177500E-06,+4.888897533965E+00,+5.152010048623E+00,+5.086683416157E+00,-65.323485450E-03
-2.175000E-06,+4.874764368025E+00,+5.092847046744E+00,+5.074709484124E+00,-18.133545099E-03
-2.172500E-06,+5.012562735937E+00,+5.074081343428E+00,+5.088960426183E+00,+14.879149476E-03
-2.170000E-06,+4.920304569386E+00,+5.155268528488E+00,+5.113497172151E+00,-41.768798476E-03
-2.167500E-06,+4.958778187778E+00,+5.179608980488E+00,+5.109532034003E+00,-70.073241203E-03
-2.165000E-06,+4.790750548273E+00,+5.071647298228E+00,+5.085152323209E+00,+13.504637788E-03
-2.162500E-06,+4.819409468095E+00,+5.067250313350E+00,+5.106862436041E+00,+39.610594236E-03
-2.160000E-06,+4.786824668845E+00,+5.183691895017E+00,+5.108864634512E+00,-74.822996956E-03
-2.157500E-06,+4.984688992001E+00,+5.152520412939E+00,+5.092061870873E+00,-60.455321497E-03
-2.155000E-06,+4.968985474290E+00,+5.049112750730E+00,+5.089706343260E+00,+40.592039526E-03
-2.152500E-06,+4.939933966525E+00,+5.108668340545E+00,+5.090491519131E+00,-18.173828301E-03
-2.150000E-06,+4.771906327021E+00,+5.194370286863E+00,+5.108943152100E+00,-85.423582657E-03
-2.147500E-06,+4.879868011281E+00,+5.133401380481E+00,+5.087782662376E+00,-45.615233938E-03
-2.145000E-06,+4.859060850315E+00,+5.072982097208E+00,+5.091198177415E+00,+18.216551745E-03
-2.142500E-06,+4.937185850926E+00,+5.134853955842E+00,+5.109610551590E+00,-25.240478533E-03
-2.140000E-06,+4.811950297182E+00,+5.183220789495E+00,+5.107765388293E+00,-75.450438349E-03
-2.137500E-06,+4.896356704877E+00,+5.123547423300E+00,+5.096537373338E+00,-27.006835916E-03
-2.135000E-06,+4.934437735326E+00,+5.075023554473E+00,+5.102190639609E+00,+27.166746858E-03
-2.132500E-06,+4.876334719797E+00,+5.140389445732E+00,+5.092022612080E+00,-48.363036610E-03
-2.130000E-06,+4.936793262983E+00,+5.159037372669E+00,+5.091198177415E+00,-67.835692425E-03
-2.127500E-06,+5.021592258621E+00,+5.102622486338E+00,+5.104585426016E+00,+1.964110702E-03
-2.125000E-06,+4.874764368026E+00,+5.103839508938E+00,+5.099992147170E+00,-3.843994637E-03
-2.122500E-06,+4.882223538938E+00,+5.158487749559E+00,+5.102818780306E+00,-55.665282541E-03
-2.120000E-06,+4.936008087097E+00,+5.149301191868E+00,+5.084995288034E+00,-64.302977660E-03
-2.117500E-06,+4.968985474290E+00,+5.100109923551E+00,+5.089941896022E+00,-10.164795277E-03
-2.115000E-06,+4.918734217615E+00,+5.091276695002E+00,+5.109178704861E+00,+17.901610346E-03
-2.112500E-06,+4.846105448203E+00,+5.166418025856E+00,+5.089627825673E+00,-76.785887538E-03
-2.110000E-06,+4.866127433284E+00,+5.154875940552E+00,+5.080519785570E+00,-74.351805561E-03
-2.107500E-06,+4.832364870206E+00,+5.104585426016E+00,+5.096537373338E+00,-8.046875402E-03
-2.105000E-06,+4.826868639008E+00,+5.143804960771E+00,+5.096066267815E+00,-47.735595218E-03
-2.102500E-06,+4.854742382944E+00,+5.180551191534E+00,+5.101915828054E+00,-78.630369918E-03
-2.100000E-06,+4.749921402226E+00,+5.159665513365E+00,+5.105017272745E+00,-54.644774751E-03
-2.097500E-06,+4.940719142411E+00,+5.116873428396E+00,+5.113575689738E+00,-3.295898946E-03
-2.095000E-06,+4.856705322658E+00,+5.143176820075E+00,+5.122919282603E+00,-20.255127082E-03
-2.092500E-06,+4.870445900655E+00,+5.177724558398E+00,+5.112633478693E+00,-65.086669049E-03
-2.090000E-06,+4.863771905627E+00,+5.148044910475E+00,+5.129750312681E+00,-18.292236501E-03
-2.087500E-06,+4.919519393501E+00,+5.118561556519E+00,+5.113575689738E+00,-4.982910627E-03
-2.085000E-06,+4.801743010670E+00,+5.158095161623E+00,+5.120877825339E+00,-37.213134516E-03
-2.082500E-06,+4.870445900655E+00,+5.171835739366E+00,+5.124568151932E+00,-47.264403822E-03
-2.080000E-06,+4.903815875790E+00,+5.139643528655E+00,+5.112711996280E+00,-26.927490215E-03
-2.077500E-06,+4.974874293431E+00,+5.137955400533E+00,+5.126059986087E+00,-11.893310863E-03
-2.075000E-06,+4.987044519657E+00,+5.147887875301E+00,+5.130928076487E+00,-16.956787312E-03
-2.072500E-06,+4.859453438257E+00,+5.180276379979E+00,+5.121663001210E+00,-58.610839116E-03
-2.070000E-06,+4.951711604809E+00,+5.168380965533E+00,+5.123704458474E+00,-44.674071849E-03
-2.067500E-06,+4.972518765775E+00,+5.148555274791E+00,+5.134382850320E+00,-14.169922140E-03
-2.065000E-06,+4.793891251815E+00,+5.182828201559E+00,+5.128336996113E+00,-54.488524755E-03
-2.062500E-06,+4.964274418977E+00,+5.166732096204E+00,+5.133479898068E+00,-33.248290855E-03
-2.060000E-06,+4.753847281653E+00,+5.163512875133E+00,+5.134696920668E+00,-28.812255797E-03
-2.057500E-06,+4.875549543911E+00,+5.164572862559E+00,+5.133165827720E+00,-31.403808474E-03
-2.055000E-06,+4.873194016254E+00,+5.162413628914E+00,+5.136031719649E+00,-26.378173821E-03
-2.052500E-06,+4.983118640230E+00,+5.180197862392E+00,+5.123311870539E+00,-56.882323529E-03
-2.050000E-06,+4.944645021838E+00,+5.158801819907E+00,+5.135482096539E+00,-23.316650452E-03
-2.047500E-06,+4.904601051676E+00,+5.153384106397E+00,+5.127551820242E+00,-25.828857427E-03
-2.045000E-06,+4.974481705489E+00,+5.184005965366E+00,+5.138387247262E+00,-45.616454641E-03
-2.042500E-06,+4.911667634645E+00,+5.169637246927E+00,+5.126256280055E+00,-43.377685159E-03
-2.040000E-06,+4.912452810530E+00,+5.151185613959E+00,+5.133048051339E+00,-18.133545099E-03
-2.037500E-06,+4.898712232534E+00,+5.172306844888E+00,+5.129004395603E+00,-43.298339458E-03
-2.035000E-06,+4.926585976471E+00,+5.167595789662E+00,+5.132812498578E+00,-34.779052539E-03
-2.032500E-06,+4.897927056649E+00,+5.166339508269E+00,+5.131006594074E+00,-35.329589636E-03
-2.030000E-06,+5.041221655759E+00,+5.159822548540E+00,+5.133440639274E+00,-26.378173821E-03
-2.027500E-06,+4.921874921158E+00,+5.158369973178E+00,+5.130378453378E+00,-27.988281207E-03
-2.025000E-06,+4.940719142411E+00,+5.184163000540E+00,+5.139565011068E+00,-44.593505445E-03
-2.022500E-06,+4.896356704877E+00,+5.169480211753E+00,+5.137955400533E+00,-31.522216674E-03
-2.020000E-06,+4.783683965303E+00,+5.165397297224E+00,+5.133833227210E+00,-31.561279174E-03
-2.017500E-06,+4.892038237507E+00,+5.183691895018E+00,+5.136816895520E+00,-46.871337425E-03
-2.015000E-06,+5.031799545132E+00,+5.163826945482E+00,+5.148673051171E+00,-15.150146728E-03
-2.012500E-06,+5.031799545133E+00,+5.179451945314E+00,+5.140742774875E+00,-38.706054404E-03
-2.010000E-06,+4.875549543911E+00,+5.173720161456E+00,+5.133990262384E+00,-39.727782897E-03
-2.007500E-06,+5.003140625311E+00,+5.169755023307E+00,+5.143412372836E+00,-26.339111321E-03
-2.005000E-06,+4.895964116936E+00,+5.180158603598E+00,+5.141999056268E+00,-38.155517307E-03
-2.002500E-06,+4.829224166664E+00,+5.171835739366E+00,+5.148869345139E+00,-22.962646553E-03
-2.000000E-06,+4.977622409030E+00,+5.167988377598E+00,+5.144825689404E+00,-23.160400455E-03
-1.997500E-06,+4.891645649564E+00,+5.186282975392E+00,+5.131595475978E+00,-54.683837250E-03
-1.995000E-06,+4.897534468706E+00,+5.183927447779E+00,+5.142548679378E+00,-41.375732079E-03
-1.992500E-06,+4.863379317684E+00,+5.187028892469E+00,+5.143019784900E+00,-44.005126552E-03
-1.990000E-06,+4.885756830423E+00,+5.187931844721E+00,+5.144904206991E+00,-43.023681261E-03
-1.987500E-06,+4.829224166664E+00,+5.197118402411E+00,+5.149968591359E+00,-47.145995622E-03
-1.985000E-06,+4.972126177832E+00,+5.203713879728E+00,+5.149379709455E+00,-54.329833352E-03
-1.982500E-06,+4.824905699294E+00,+5.186047422631E+00,+5.141174621604E+00,-44.869384345E-03
-1.980000E-06,+4.826083463122E+00,+5.186518528153E+00,+5.152206342591E+00,-34.307861143E-03
-1.977500E-06,+4.841786980833E+00,+5.195822862224E+00,+5.154169282268E+00,-41.650390276E-03
-1.975000E-06,+4.909312106989E+00,+5.195469533082E+00,+5.157074432991E+00,-38.392333708E-03
-1.972500E-06,+4.911667634646E+00,+5.187853327134E+00,+5.145532347688E+00,-42.318114871E-03
-1.970000E-06,+4.925800800585E+00,+5.181493402579E+00,+5.149850814978E+00,-31.639404172E-03
-1.967500E-06,+4.835898161691E+00,+5.197510990347E+00,+5.156721103849E+00,-40.786132483E-03
-1.965000E-06,+4.967415122520E+00,+5.196019156192E+00,+5.141527950746E+00,-54.488524755E-03
-1.962500E-06,+4.873586604198E+00,+5.178902322205E+00,+5.157035174198E+00,-21.865234468E-03
-1.960000E-06,+4.967415122519E+00,+5.190679960269E+00,+5.169872799688E+00,-20.804443476E-03
-1.957500E-06,+4.930119267956E+00,+5.217179645915E+00,+5.162570664088E+00,-54.605712252E-03
-1.955000E-06,+4.830009342550E+00,+5.194448804450E+00,+5.162963252023E+00,-31.483154175E-03
-1.952500E-06,+4.844142508489E+00,+5.189777008018E+00,+5.164023239449E+00,-25.750732429E-03
-1.950000E-06,+4.971341001947E+00,+5.217297422296E+00,+5.160529206823E+00,-56.763915329E-03
-1.947500E-06,+4.878690247453E+00,+5.220909231302E+00,+5.166143214301E+00,-54.761962249E-03
-1.945000E-06,+4.893608589278E+00,+5.203635362141E+00,+5.163434357546E+00,-40.198974293E-03
-1.942500E-06,+4.866127433284E+00,+5.195862121018E+00,+5.168066895185E+00,-27.791748008E-03
-1.940000E-06,+4.866127433285E+00,+5.223500311676E+00,+5.171050563495E+00,-52.445067769E-03
-1.937500E-06,+4.952496780693E+00,+5.223186241328E+00,+5.181140073437E+00,-42.042235970E-03
-1.935000E-06,+5.075769394723E+00,+5.192878452708E+00,+5.172934985585E+00,-19.940185683E-03
-1.932500E-06,+4.817053940438E+00,+5.201986492812E+00,+5.175722359927E+00,-26.260986323E-03
-1.930000E-06,+4.873979192140E+00,+5.219338879560E+00,+5.171992774540E+00,-47.342528821E-03
-1.927500E-06,+4.883793890708E+00,+5.215923364522E+00,+5.178117146334E+00,-37.802734112E-03
-1.925000E-06,+4.904601051676E+00,+5.199630965199E+00,+5.164612121353E+00,-35.015868940E-03
-1.922500E-06,+4.917556453787E+00,+5.200769470211E+00,+5.179805274456E+00,-20.960693473E-03
-1.920000E-06,+4.886542006309E+00,+5.237869030116E+00,+5.182357096037E+00,-55.509032544E-03
-1.917500E-06,+4.896356704878E+00,+5.224481781515E+00,+5.181846731721E+00,-42.631835567E-03
-1.915000E-06,+4.971341001946E+00,+5.208817522889E+00,+5.180629709121E+00,-28.184814405E-03
-1.912500E-06,+4.815876176610E+00,+5.213410801734E+00,+5.189816266811E+00,-23.591308649E-03
-1.910000E-06,+4.877119895682E+00,+5.236926819070E+00,+5.180865261882E+00,-56.058348938E-03
-1.907500E-06,+4.830009342549E+00,+5.219417397148E+00,+5.183574118637E+00,-35.839843531E-03
-1.905000E-06,+4.997251806170E+00,+5.218710738864E+00,+5.183848930192E+00,-34.859618943E-03
-1.902500E-06,+4.917556453787E+00,+5.220241831812E+00,+5.188717020592E+00,-31.520995971E-03
-1.900000E-06,+4.998822157940E+00,+5.236926819070E+00,+5.179294910140E+00,-57.628173122E-03
-1.897500E-06,+4.848460975860E+00,+5.230017271406E+00,+5.185340764347E+00,-44.672851146E-03
-1.895000E-06,+4.978407584917E+00,+5.212900437418E+00,+5.192171794424E+00,-20.726318478E-03
-1.892500E-06,+4.952496780694E+00,+5.227112120683E+00,+5.185380023140E+00,-41.728515274E-03
-1.890000E-06,+4.931297031784E+00,+5.230409859341E+00,+5.182749683972E+00,-47.657470220E-03
-1.887500E-06,+4.989400047314E+00,+5.222872170980E+00,+5.191465136140E+00,-31.403808474E-03
-1.885000E-06,+5.072628691181E+00,+5.219103326799E+00,+5.204027950076E+00,-15.072021730E-03
-1.882500E-06,+4.943859845954E+00,+5.231587623148E+00,+5.197118402411E+00,-34.466552546E-03
-1.880000E-06,+4.968200298404E+00,+5.245877824000E+00,+5.204891643534E+00,-40.982665682E-03
-1.877500E-06,+4.935222911212E+00,+5.231980211083E+00,+5.190915513031E+00,-41.060790680E-03
-1.875000E-06,+4.883401302767E+00,+5.225227698593E+00,+5.214706341921E+00,-10.518799175E-03
-1.872500E-06,+4.948178313323E+00,+5.243561555181E+00,+5.203439068173E+00,-40.119628592E-03
-1.870000E-06,+5.038866128103E+00,+5.243129708451E+00,+5.203478326966E+00,-39.647216493E-03
-1.867500E-06,+4.834327809919E+00,+5.239792711000E+00,+5.201907975225E+00,-37.882079813E-03
-1.865000E-06,+4.930511855899E+00,+5.252002195793E+00,+5.211330085676E+00,-40.667724282E-03
-1.862500E-06,+4.908134343160E+00,+5.245210424509E+00,+5.200887246592E+00,-44.320067951E-03
-1.860000E-06,+4.903815875790E+00,+5.253729582710E+00,+5.208110864605E+00,-45.616454641E-03
-1.857500E-06,+4.917949041731E+00,+5.249764444561E+00,+5.212036743960E+00,-37.724609114E-03
-1.855000E-06,+4.827653814893E+00,+5.248154834025E+00,+5.208503452541E+00,-39.647216493E-03
-1.852500E-06,+4.848068387917E+00,+5.251059984748E+00,+5.211997485167E+00,-39.058837600E-03
-1.850000E-06,+5.089902560663E+00,+5.245485236064E+00,+5.218789256451E+00,-26.693115220E-03
-1.847500E-06,+5.029444017476E+00,+5.235434984916E+00,+5.213135990180E+00,-22.296142662E-03
-1.845000E-06,+4.929726680013E+00,+5.249568150593E+00,+5.213214507767E+00,-36.351318129E-03
-1.842500E-06,+4.900675172247E+00,+5.252983665632E+00,+5.218985550419E+00,-33.995361150E-03
-1.840000E-06,+4.931297031784E+00,+5.236769783897E+00,+5.212978955005E+00,-23.787841847E-03
-1.837500E-06,+4.985081579944E+00,+5.256556215845E+00,+5.217022610741E+00,-39.531249698E-03
-1.835000E-06,+4.946215373610E+00,+5.246584482284E+00,+5.216983351947E+00,-29.598388592E-03
-1.832500E-06,+4.942682082124E+00,+5.264486492142E+00,+5.218710738864E+00,-45.771483934E-03
